wardName,wardCode,districtName,districtCode,provinceName,provinceCode
Xã Hiệp Thành,31840,Thành phố Bạc Liêu,954,Tỉnh Bạc Liêu,95
Xã Vĩnh Trạch,31834,Thành phố Bạc Liêu,954,Tỉnh Bạc Liêu,95
Xã Vĩnh Trạch Đông,31837,Thành phố Bạc Liêu,954,Tỉnh Bạc Liêu,95
Phường 1,31942,Thị xã Giá Rai,959,Tỉnh Bạc Liêu,95
Phường Hộ Phòng,31945,Thị xã Giá Rai,959,Tỉnh Bạc Liêu,95
Phường Láng Tròn,31951,Thị xã Giá Rai,959,Tỉnh Bạc Liêu,95
Xã Phong Thạnh,31960,Thị xã Giá Rai,959,Tỉnh Bạc Liêu,95
Xã Phong Thạnh A,31963,Thị xã Giá Rai,959,Tỉnh Bạc Liêu,95
Xã Phong Thạnh Tây,31966,Thị xã Giá Rai,959,Tỉnh Bạc Liêu,95
Xã Phong Thạnh Đông,31948,Thị xã Giá Rai,959,Tỉnh Bạc Liêu,95
Xã Phong Tân,31954,Thị xã Giá Rai,959,Tỉnh Bạc Liêu,95
Xã Tân Phong,31957,Thị xã Giá Rai,959,Tỉnh Bạc Liêu,95
Xã Tân Thạnh,31969,Thị xã Giá Rai,959,Tỉnh Bạc Liêu,95
Thị trấn Bắc Lý,07870,Huyện Hiệp Hòa,223,Tỉnh Bắc Giang,24
Thị trấn Thắng,07840,Huyện Hiệp Hòa,223,Tỉnh Bắc Giang,24
Xã Châu Minh,07882,Huyện Hiệp Hòa,223,Tỉnh Bắc Giang,24
Xã Danh Thắng,07861,Huyện Hiệp Hòa,223,Tỉnh Bắc Giang,24
Xã Hoàng Vân,07822,Huyện Hiệp Hòa,223,Tỉnh Bắc Giang,24
Xã Hùng Thái,07849,Huyện Hiệp Hòa,223,Tỉnh Bắc Giang,24
Xã Hương Lâm,07876,Huyện Hiệp Hòa,223,Tỉnh Bắc Giang,24
Xã Hợp Thịnh,07858,Huyện Hiệp Hòa,223,Tỉnh Bắc Giang,24
Xã Lương Phong,07846,Huyện Hiệp Hòa,223,Tỉnh Bắc Giang,24
Xã Mai Trung,07864,Huyện Hiệp Hòa,223,Tỉnh Bắc Giang,24
Xã Mai Đình,07885,Huyện Hiệp Hòa,223,Tỉnh Bắc Giang,24
Xã Ngọc Sơn,07831,Huyện Hiệp Hòa,223,Tỉnh Bắc Giang,24
Xã Sơn Thịnh,07843,Huyện Hiệp Hòa,223,Tỉnh Bắc Giang,24
Xã Thường Thắng,07855,Huyện Hiệp Hòa,223,Tỉnh Bắc Giang,24
Xã Toàn Thắng,07825,Huyện Hiệp Hòa,223,Tỉnh Bắc Giang,24
Xã Xuân Cẩm,07873,Huyện Hiệp Hòa,223,Tỉnh Bắc Giang,24
Xã Đoan Bái,07867,Huyện Hiệp Hòa,223,Tỉnh Bắc Giang,24
Xã Đông Lỗ,07879,Huyện Hiệp Hòa,223,Tỉnh Bắc Giang,24
Xã Đồng Tiến,07816,Huyện Hiệp Hòa,223,Tỉnh Bắc Giang,24
Thị trấn Kép,07399,Huyện Lạng Giang,217,Tỉnh Bắc Giang,24
Thị trấn Vôi,07375,Huyện Lạng Giang,217,Tỉnh Bắc Giang,24
Xã An Hà,07396,Huyện Lạng Giang,217,Tỉnh Bắc Giang,24
Xã Dương Đức,07408,Huyện Lạng Giang,217,Tỉnh Bắc Giang,24
Xã Hương Lạc,07405,Huyện Lạng Giang,217,Tỉnh Bắc Giang,24
Xã Hương Sơn,07387,Huyện Lạng Giang,217,Tỉnh Bắc Giang,24
Xã Mỹ Thái,07420,Huyện Lạng Giang,217,Tỉnh Bắc Giang,24
Xã Nghĩa Hòa,07378,Huyện Lạng Giang,217,Tỉnh Bắc Giang,24
Xã Nghĩa Hưng,07381,Huyện Lạng Giang,217,Tỉnh Bắc Giang,24
Xã Quang Thịnh,07384,Huyện Lạng Giang,217,Tỉnh Bắc Giang,24
Xã Thái Đào,07438,Huyện Lạng Giang,217,Tỉnh Bắc Giang,24
Xã Tiên Lục,07393,Huyện Lạng Giang,217,Tỉnh Bắc Giang,24
Xã Tân Dĩnh,07432,Huyện Lạng Giang,217,Tỉnh Bắc Giang,24
Xã Tân Hưng,07417,Huyện Lạng Giang,217,Tỉnh Bắc Giang,24
Xã Tân Thanh,07411,Huyện Lạng Giang,217,Tỉnh Bắc Giang,24
Xã Xuân Hương,07429,Huyện Lạng Giang,217,Tỉnh Bắc Giang,24
Xã Xương Lâm,07426,Huyện Lạng Giang,217,Tỉnh Bắc Giang,24
Xã Đào Mỹ,07390,Huyện Lạng Giang,217,Tỉnh Bắc Giang,24
Xã Đại Lâm,07435,Huyện Lạng Giang,217,Tỉnh Bắc Giang,24
Thị trấn Phương Sơn,07477,Huyện Lục Nam,218,Tỉnh Bắc Giang,24
Thị trấn Đồi Ngô,07444,Huyện Lục Nam,218,Tỉnh Bắc Giang,24
Xã Bình Sơn,07492,Huyện Lục Nam,218,Tỉnh Bắc Giang,24
Xã Bảo Sơn,07459,Huyện Lục Nam,218,Tỉnh Bắc Giang,24
Xã Bảo Đài,07462,Huyện Lục Nam,218,Tỉnh Bắc Giang,24
Xã Bắc Lũng,07513,Huyện Lục Nam,218,Tỉnh Bắc Giang,24
Xã Chu Điện,07480,Huyện Lục Nam,218,Tỉnh Bắc Giang,24
Xã Cương Sơn,07483,Huyện Lục Nam,218,Tỉnh Bắc Giang,24
Xã Cẩm Lý,07519,Huyện Lục Nam,218,Tỉnh Bắc Giang,24
Xã Huyền Sơn,07504,Huyện Lục Nam,218,Tỉnh Bắc Giang,24
Xã Khám Lạng,07501,Huyện Lục Nam,218,Tỉnh Bắc Giang,24
Xã Lan Mẫu,07495,Huyện Lục Nam,218,Tỉnh Bắc Giang,24
Xã Lục Sơn,07510,Huyện Lục Nam,218,Tỉnh Bắc Giang,24
Xã Nghĩa Phương,07486,Huyện Lục Nam,218,Tỉnh Bắc Giang,24
Xã Tam Dị,07456,Huyện Lục Nam,218,Tỉnh Bắc Giang,24
Xã Thanh Lâm,07465,Huyện Lục Nam,218,Tỉnh Bắc Giang,24
Xã Tiên Nha,07468,Huyện Lục Nam,218,Tỉnh Bắc Giang,24
Xã Trường Giang,07471,Huyện Lục Nam,218,Tỉnh Bắc Giang,24
Xã Trường Sơn,07507,Huyện Lục Nam,218,Tỉnh Bắc Giang,24
Xã Vô Tranh,07489,Huyện Lục Nam,218,Tỉnh Bắc Giang,24
Xã Yên Sơn,07498,Huyện Lục Nam,218,Tỉnh Bắc Giang,24
Xã Đan Hội,07522,Huyện Lục Nam,218,Tỉnh Bắc Giang,24
Xã Đông Hưng,07450,Huyện Lục Nam,218,Tỉnh Bắc Giang,24
Xã Đông Phú,07453,Huyện Lục Nam,218,Tỉnh Bắc Giang,24
Thị trấn Biển Động,07573,Huyện Lục Ngạn,219,Tỉnh Bắc Giang,24
Thị trấn Phì Điền,07582,Huyện Lục Ngạn,219,Tỉnh Bắc Giang,24
Xã Biên Sơn,07555,Huyện Lục Ngạn,219,Tỉnh Bắc Giang,24
Xã Cấm Sơn,07528,Huyện Lục Ngạn,219,Tỉnh Bắc Giang,24
Xã Giáp Sơn,07570,Huyện Lục Ngạn,219,Tỉnh Bắc Giang,24
Xã Hộ Đáp,07543,Huyện Lục Ngạn,219,Tỉnh Bắc Giang,24
Xã Kim Sơn,07564,Huyện Lục Ngạn,219,Tỉnh Bắc Giang,24
Xã Phong Minh,07534,Huyện Lục Ngạn,219,Tỉnh Bắc Giang,24
Xã Phong Vân,07537,Huyện Lục Ngạn,219,Tỉnh Bắc Giang,24
Xã Phú Nhuận,07597,Huyện Lục Ngạn,219,Tỉnh Bắc Giang,24
Xã Sa Lý,07540,Huyện Lục Ngạn,219,Tỉnh Bắc Giang,24
Xã Sơn Hải,07546,Huyện Lục Ngạn,219,Tỉnh Bắc Giang,24
Xã Tân Hoa,07567,Huyện Lục Ngạn,219,Tỉnh Bắc Giang,24
Xã Tân Lập,07594,Huyện Lục Ngạn,219,Tỉnh Bắc Giang,24
Xã Tân Mộc,07606,Huyện Lục Ngạn,219,Tỉnh Bắc Giang,24
Xã Tân Quang,07588,Huyện Lục Ngạn,219,Tỉnh Bắc Giang,24
Xã Tân Sơn,07531,Huyện Lục Ngạn,219,Tỉnh Bắc Giang,24
Xã Đèo Gia,07609,Huyện Lục Ngạn,219,Tỉnh Bắc Giang,24
Xã Đồng Cốc,07591,Huyện Lục Ngạn,219,Tỉnh Bắc Giang,24
Thị trấn An Châu,07615,Huyện Sơn Động,220,Tỉnh Bắc Giang,24
Thị trấn Tây Yên Tử,07616,Huyện Sơn Động,220,Tỉnh Bắc Giang,24
Xã An Bá,07660,Huyện Sơn Động,220,Tỉnh Bắc Giang,24
Xã An Lạc,07645,Huyện Sơn Động,220,Tỉnh Bắc Giang,24
Xã Cẩm Đàn,07642,Huyện Sơn Động,220,Tỉnh Bắc Giang,24
Xã Dương Hưu,07666,Huyện Sơn Động,220,Tỉnh Bắc Giang,24
Xã Giáo Liêm,07636,Huyện Sơn Động,220,Tỉnh Bắc Giang,24
Xã Hữu Sản,07624,Huyện Sơn Động,220,Tỉnh Bắc Giang,24
Xã Long Sơn,07672,Huyện Sơn Động,220,Tỉnh Bắc Giang,24
Xã Lệ Viễn,07654,Huyện Sơn Động,220,Tỉnh Bắc Giang,24
Xã Phúc Sơn,07630,Huyện Sơn Động,220,Tỉnh Bắc Giang,24
Xã Thanh Luận,07678,Huyện Sơn Động,220,Tỉnh Bắc Giang,24
Xã Tuấn Đạo,07663,Huyện Sơn Động,220,Tỉnh Bắc Giang,24
Xã Vân Sơn,07621,Huyện Sơn Động,220,Tỉnh Bắc Giang,24
Xã Vĩnh An,07648,Huyện Sơn Động,220,Tỉnh Bắc Giang,24
Xã Yên Định,07651,Huyện Sơn Động,220,Tỉnh Bắc Giang,24
Xã Đại Sơn,07627,Huyện Sơn Động,220,Tỉnh Bắc Giang,24
Thị trấn Cao Thượng,07339,Huyện Tân Yên,216,Tỉnh Bắc Giang,24
Thị trấn Nhã Nam,07306,Huyện Tân Yên,216,Tỉnh Bắc Giang,24
Xã An Dương,07321,Huyện Tân Yên,216,Tỉnh Bắc Giang,24
Xã Cao Xá,07336,Huyện Tân Yên,216,Tỉnh Bắc Giang,24
Xã Hợp Đức,07330,Huyện Tân Yên,216,Tỉnh Bắc Giang,24
Xã Lam Sơn,07333,Huyện Tân Yên,216,Tỉnh Bắc Giang,24
Xã Liên Chung,07357,Huyện Tân Yên,216,Tỉnh Bắc Giang,24
Xã Liên Sơn,07327,Huyện Tân Yên,216,Tỉnh Bắc Giang,24
Xã Ngọc Châu,07348,Huyện Tân Yên,216,Tỉnh Bắc Giang,24
Xã Ngọc Lý,07363,Huyện Tân Yên,216,Tỉnh Bắc Giang,24
Xã Ngọc Thiện,07360,Huyện Tân Yên,216,Tỉnh Bắc Giang,24
Xã Ngọc Vân,07351,Huyện Tân Yên,216,Tỉnh Bắc Giang,24
Xã Phúc Hòa,07324,Huyện Tân Yên,216,Tỉnh Bắc Giang,24
Xã Quang Trung,07315,Huyện Tân Yên,216,Tỉnh Bắc Giang,24
Xã Quế Nham,07366,Huyện Tân Yên,216,Tỉnh Bắc Giang,24
Xã Song Vân,07345,Huyện Tân Yên,216,Tỉnh Bắc Giang,24
Xã Tân Trung,07309,Huyện Tân Yên,216,Tỉnh Bắc Giang,24
Xã Việt Lập,07354,Huyện Tân Yên,216,Tỉnh Bắc Giang,24
Xã Việt Ngọc,07342,Huyện Tân Yên,216,Tỉnh Bắc Giang,24
Thị trấn Bố Hạ,07294,Huyện Yên Thế,215,Tỉnh Bắc Giang,24
Thị trấn Phồn Xương,07288,Huyện Yên Thế,215,Tỉnh Bắc Giang,24
Xã An Thượng,07285,Huyện Yên Thế,215,Tỉnh Bắc Giang,24
Xã Canh Nậu,07246,Huyện Yên Thế,215,Tỉnh Bắc Giang,24
Xã Hương Vĩ,07279,Huyện Yên Thế,215,Tỉnh Bắc Giang,24
Xã Tam Tiến,07252,Huyện Yên Thế,215,Tỉnh Bắc Giang,24
Xã Tiến Thắng,07264,Huyện Yên Thế,215,Tỉnh Bắc Giang,24
Xã Tân Hiệp,07261,Huyện Yên Thế,215,Tỉnh Bắc Giang,24
Xã Tân Sỏi,07291,Huyện Yên Thế,215,Tỉnh Bắc Giang,24
Xã Xuân Lương,07249,Huyện Yên Thế,215,Tỉnh Bắc Giang,24
Xã Đông Sơn,07273,Huyện Yên Thế,215,Tỉnh Bắc Giang,24
Xã Đồng Hưu,07258,Huyện Yên Thế,215,Tỉnh Bắc Giang,24
Xã Đồng Kỳ,07282,Huyện Yên Thế,215,Tỉnh Bắc Giang,24
Xã Đồng Lạc,07270,Huyện Yên Thế,215,Tỉnh Bắc Giang,24
Xã Đồng Tiến,07243,Huyện Yên Thế,215,Tỉnh Bắc Giang,24
Xã Đồng Tâm,07260,Huyện Yên Thế,215,Tỉnh Bắc Giang,24
Xã Đồng Vương,07255,Huyện Yên Thế,215,Tỉnh Bắc Giang,24
Phường Cảnh Thụy,07738,Thành phố Bắc Giang,213,Tỉnh Bắc Giang,24
Phường Dĩnh Kế,07231,Thành phố Bắc Giang,213,Tỉnh Bắc Giang,24
Phường Dĩnh Trì,07441,Thành phố Bắc Giang,213,Tỉnh Bắc Giang,24
Phường Hoàng Văn Thụ,07210,Thành phố Bắc Giang,213,Tỉnh Bắc Giang,24
Phường Hương Gián,07690,Thành phố Bắc Giang,213,Tỉnh Bắc Giang,24
Phường Mỹ Độ,07216,Thành phố Bắc Giang,213,Tỉnh Bắc Giang,24
Phường Ngô Quyền,07207,Thành phố Bắc Giang,213,Tỉnh Bắc Giang,24
Phường Nham Biền,07681,Thành phố Bắc Giang,213,Tỉnh Bắc Giang,24
Phường Nội Hoàng,07708,Thành phố Bắc Giang,213,Tỉnh Bắc Giang,24
Phường Song Khê,07705,Thành phố Bắc Giang,213,Tỉnh Bắc Giang,24
Phường Song Mai,07222,Thành phố Bắc Giang,213,Tỉnh Bắc Giang,24
Phường Thọ Xương,07201,Thành phố Bắc Giang,213,Tỉnh Bắc Giang,24
Phường Tiền Phong,07711,Thành phố Bắc Giang,213,Tỉnh Bắc Giang,24
Phường Trần Phú,07213,Thành phố Bắc Giang,213,Tỉnh Bắc Giang,24
Phường Tân An,07682,Thành phố Bắc Giang,213,Tỉnh Bắc Giang,24
Phường Tân Liễu,07717,Thành phố Bắc Giang,213,Tỉnh Bắc Giang,24
Phường Tân Mỹ,07687,Thành phố Bắc Giang,213,Tỉnh Bắc Giang,24
Phường Tân Tiến,07699,Thành phố Bắc Giang,213,Tỉnh Bắc Giang,24
Phường Xương Giang,07225,Thành phố Bắc Giang,213,Tỉnh Bắc Giang,24
Phường Đa Mai,07228,Thành phố Bắc Giang,213,Tỉnh Bắc Giang,24
Phường Đồng Sơn,07696,Thành phố Bắc Giang,213,Tỉnh Bắc Giang,24
Xã Lãng Sơn,07723,Thành phố Bắc Giang,213,Tỉnh Bắc Giang,24
Xã Quỳnh Sơn,07702,Thành phố Bắc Giang,213,Tỉnh Bắc Giang,24
Xã Tiến Dũng,07729,Thành phố Bắc Giang,213,Tỉnh Bắc Giang,24
Xã Trí Yên,07720,Thành phố Bắc Giang,213,Tỉnh Bắc Giang,24
Xã Tư Mại,07741,Thành phố Bắc Giang,213,Tỉnh Bắc Giang,24
Xã Xuân Phú,07714,Thành phố Bắc Giang,213,Tỉnh Bắc Giang,24
Xã Yên Lư,07726,Thành phố Bắc Giang,213,Tỉnh Bắc Giang,24
Xã Đồng Phúc,07750,Thành phố Bắc Giang,213,Tỉnh Bắc Giang,24
Xã Đồng Việt,07747,Thành phố Bắc Giang,213,Tỉnh Bắc Giang,24
Xã Đức Giang,07735,Thành phố Bắc Giang,213,Tỉnh Bắc Giang,24
Phường Chũ,07525,Thị xã Chũ,224,Tỉnh Bắc Giang,24
Phường Hồng Giang,07561,Thị xã Chũ,224,Tỉnh Bắc Giang,24
Phường Phượng Sơn,07612,Thị xã Chũ,224,Tỉnh Bắc Giang,24
Phường Thanh Hải,07549,Thị xã Chũ,224,Tỉnh Bắc Giang,24
Phường Trù Hựu,07579,Thị xã Chũ,224,Tỉnh Bắc Giang,24
Xã Kiên Lao,07552,Thị xã Chũ,224,Tỉnh Bắc Giang,24
Xã Kiên Thành,07558,Thị xã Chũ,224,Tỉnh Bắc Giang,24
Xã Mỹ An,07600,Thị xã Chũ,224,Tỉnh Bắc Giang,24
Xã Nam Dương,07603,Thị xã Chũ,224,Tỉnh Bắc Giang,24
Xã Quý Sơn,07576,Thị xã Chũ,224,Tỉnh Bắc Giang,24
Phường Bích Động,07777,Thị xã Việt Yên,222,Tỉnh Bắc Giang,24
Phường Hồng Thái,07783,Thị xã Việt Yên,222,Tỉnh Bắc Giang,24
Phường Ninh Sơn,07798,Thị xã Việt Yên,222,Tỉnh Bắc Giang,24
Phường Nếnh,07795,Thị xã Việt Yên,222,Tỉnh Bắc Giang,24
Phường Quang Châu,07807,Thị xã Việt Yên,222,Tỉnh Bắc Giang,24
Phường Quảng Minh,07792,Thị xã Việt Yên,222,Tỉnh Bắc Giang,24
Phường Tăng Tiến,07789,Thị xã Việt Yên,222,Tỉnh Bắc Giang,24
Phường Tự Lạn,07774,Thị xã Việt Yên,222,Tỉnh Bắc Giang,24
Phường Vân Trung,07801,Thị xã Việt Yên,222,Tỉnh Bắc Giang,24
Xã Hương Mai,07771,Thị xã Việt Yên,222,Tỉnh Bắc Giang,24
Xã Minh Đức,07768,Thị xã Việt Yên,222,Tỉnh Bắc Giang,24
Xã Nghĩa Trung,07765,Thị xã Việt Yên,222,Tỉnh Bắc Giang,24
Xã Thượng Lan,07759,Thị xã Việt Yên,222,Tỉnh Bắc Giang,24
Xã Tiên Sơn,07786,Thị xã Việt Yên,222,Tỉnh Bắc Giang,24
Xã Trung Sơn,07780,Thị xã Việt Yên,222,Tỉnh Bắc Giang,24
Xã Việt Tiến,07762,Thị xã Việt Yên,222,Tỉnh Bắc Giang,24
Xã Vân Hà,07804,Thị xã Việt Yên,222,Tỉnh Bắc Giang,24
Thị trấn Gia Bình,09454,Huyện Gia Bình,263,Tỉnh Bắc Ninh,27
Thị trấn Nhân Thắng,09481,Huyện Gia Bình,263,Tỉnh Bắc Ninh,27
Xã Bình Dương,09475,Huyện Gia Bình,263,Tỉnh Bắc Ninh,27
Xã Cao Đức,09466,Huyện Gia Bình,263,Tỉnh Bắc Ninh,27
Xã Giang Sơn,09463,Huyện Gia Bình,263,Tỉnh Bắc Ninh,27
Xã Lãng Ngâm,09478,Huyện Gia Bình,263,Tỉnh Bắc Ninh,27
Xã Quỳnh Phú,09493,Huyện Gia Bình,263,Tỉnh Bắc Ninh,27
Xã Song Giang,09472,Huyện Gia Bình,263,Tỉnh Bắc Ninh,27
Xã Thái Bảo,09460,Huyện Gia Bình,263,Tỉnh Bắc Ninh,27
Xã Vạn Ninh,09457,Huyện Gia Bình,263,Tỉnh Bắc Ninh,27
Xã Xuân Lai,09484,Huyện Gia Bình,263,Tỉnh Bắc Ninh,27
Xã Đông Cứu,09487,Huyện Gia Bình,263,Tỉnh Bắc Ninh,27
Xã Đại Bái,09490,Huyện Gia Bình,263,Tỉnh Bắc Ninh,27
Xã Đại Lai,09469,Huyện Gia Bình,263,Tỉnh Bắc Ninh,27
Thị trấn Thứa,09496,Huyện Lương Tài,264,Tỉnh Bắc Ninh,27
Xã An Thịnh,09499,Huyện Lương Tài,264,Tỉnh Bắc Ninh,27
Xã An Tập,09508,Huyện Lương Tài,264,Tỉnh Bắc Ninh,27
Xã Bình Định,09529,Huyện Lương Tài,264,Tỉnh Bắc Ninh,27
Xã Lâm Thao,09535,Huyện Lương Tài,264,Tỉnh Bắc Ninh,27
Xã Phú Hòa,09505,Huyện Lương Tài,264,Tỉnh Bắc Ninh,27
Xã Phú Lương,09532,Huyện Lương Tài,264,Tỉnh Bắc Ninh,27
Xã Quang Minh,09517,Huyện Lương Tài,264,Tỉnh Bắc Ninh,27
Xã Quảng Phú,09514,Huyện Lương Tài,264,Tỉnh Bắc Ninh,27
Xã Trung Chính,09523,Huyện Lương Tài,264,Tỉnh Bắc Ninh,27
Xã Trung Kênh,09502,Huyện Lương Tài,264,Tỉnh Bắc Ninh,27
Xã Tân Lãng,09511,Huyện Lương Tài,264,Tỉnh Bắc Ninh,27
Thị trấn Lim,09319,Huyện Tiên Du,260,Tỉnh Bắc Ninh,27
Xã Cảnh Hưng,09364,Huyện Tiên Du,260,Tỉnh Bắc Ninh,27
Xã Hiên Vân,09337,Huyện Tiên Du,260,Tỉnh Bắc Ninh,27
Xã Hoàn Sơn,09340,Huyện Tiên Du,260,Tỉnh Bắc Ninh,27
Xã Liên Bão,09334,Huyện Tiên Du,260,Tỉnh Bắc Ninh,27
Xã Lạc Vệ,09343,Huyện Tiên Du,260,Tỉnh Bắc Ninh,27
Xã Minh Đạo,09361,Huyện Tiên Du,260,Tỉnh Bắc Ninh,27
Xã Nội Duệ,09328,Huyện Tiên Du,260,Tỉnh Bắc Ninh,27
Xã Phú Lâm,09322,Huyện Tiên Du,260,Tỉnh Bắc Ninh,27
Xã Phật Tích,09349,Huyện Tiên Du,260,Tỉnh Bắc Ninh,27
Xã Tri Phương,09358,Huyện Tiên Du,260,Tỉnh Bắc Ninh,27
Xã Tân Chi,09352,Huyện Tiên Du,260,Tỉnh Bắc Ninh,27
Xã Việt Đoàn,09346,Huyện Tiên Du,260,Tỉnh Bắc Ninh,27
Xã Đại Đồng,09355,Huyện Tiên Du,260,Tỉnh Bắc Ninh,27
Thị trấn Chờ,09193,Huyện Yên Phong,258,Tỉnh Bắc Ninh,27
Xã Dũng Liệt,09196,Huyện Yên Phong,258,Tỉnh Bắc Ninh,27
Xã Hòa Tiến,09211,Huyện Yên Phong,258,Tỉnh Bắc Ninh,27
Xã Long Châu,09232,Huyện Yên Phong,258,Tỉnh Bắc Ninh,27
Xã Tam Giang,09202,Huyện Yên Phong,258,Tỉnh Bắc Ninh,27
Xã Tam Đa,09199,Huyện Yên Phong,258,Tỉnh Bắc Ninh,27
Xã Thụy Hòa,09208,Huyện Yên Phong,258,Tỉnh Bắc Ninh,27
Xã Trung Nghĩa,09223,Huyện Yên Phong,258,Tỉnh Bắc Ninh,27
Xã Văn Môn,09238,Huyện Yên Phong,258,Tỉnh Bắc Ninh,27
Xã Yên Phụ,09220,Huyện Yên Phong,258,Tỉnh Bắc Ninh,27
Xã Yên Trung,09205,Huyện Yên Phong,258,Tỉnh Bắc Ninh,27
Xã Đông Phong,09229,Huyện Yên Phong,258,Tỉnh Bắc Ninh,27
Xã Đông Thọ,09241,Huyện Yên Phong,258,Tỉnh Bắc Ninh,27
Xã Đông Tiến,09217,Huyện Yên Phong,258,Tỉnh Bắc Ninh,27
Phường Hòa Long,09214,Thành phố Bắc Ninh,256,Tỉnh Bắc Ninh,27
Phường Hạp Lĩnh,09331,Thành phố Bắc Ninh,256,Tỉnh Bắc Ninh,27
Phường Khúc Xuyên,09235,Thành phố Bắc Ninh,256,Tỉnh Bắc Ninh,27
Phường Khắc Niệm,09325,Thành phố Bắc Ninh,256,Tỉnh Bắc Ninh,27
Phường Kim Chân,09256,Thành phố Bắc Ninh,256,Tỉnh Bắc Ninh,27
Phường Kinh Bắc,09172,Thành phố Bắc Ninh,256,Tỉnh Bắc Ninh,27
Phường Nam Sơn,09286,Thành phố Bắc Ninh,256,Tỉnh Bắc Ninh,27
Phường Phong Khê,09244,Thành phố Bắc Ninh,256,Tỉnh Bắc Ninh,27
Phường Suối Hoa,09187,Thành phố Bắc Ninh,256,Tỉnh Bắc Ninh,27
Phường Thị Cầu,09169,Thành phố Bắc Ninh,256,Tỉnh Bắc Ninh,27
Phường Tiền Ninh Vệ,09184,Thành phố Bắc Ninh,256,Tỉnh Bắc Ninh,27
Phường Vân Dương,09271,Thành phố Bắc Ninh,256,Tỉnh Bắc Ninh,27
Phường Võ Cường,09190,Thành phố Bắc Ninh,256,Tỉnh Bắc Ninh,27
Phường Vũ Ninh,09163,Thành phố Bắc Ninh,256,Tỉnh Bắc Ninh,27
Phường Vạn An,09226,Thành phố Bắc Ninh,256,Tỉnh Bắc Ninh,27
Phường Đáp Cầu,09166,Thành phố Bắc Ninh,256,Tỉnh Bắc Ninh,27
Phường Đại Phúc,09181,Thành phố Bắc Ninh,256,Tỉnh Bắc Ninh,27
Phường Châu Khê,09388,Thành phố Từ Sơn,261,Tỉnh Bắc Ninh,27
Phường Hương Mạc,09373,Thành phố Từ Sơn,261,Tỉnh Bắc Ninh,27
Phường Phù Chẩn,09397,Thành phố Từ Sơn,261,Tỉnh Bắc Ninh,27
Phường Phù Khê,09379,Thành phố Từ Sơn,261,Tỉnh Bắc Ninh,27
Phường Tam Sơn,09370,Thành phố Từ Sơn,261,Tỉnh Bắc Ninh,27
Phường Trang Hạ,09383,Thành phố Từ Sơn,261,Tỉnh Bắc Ninh,27
Phường Tân Hồng,09391,Thành phố Từ Sơn,261,Tỉnh Bắc Ninh,27
Phường Tương Giang,09376,Thành phố Từ Sơn,261,Tỉnh Bắc Ninh,27
Phường Đình Bảng,09394,Thành phố Từ Sơn,261,Tỉnh Bắc Ninh,27
Phường Đông Ngàn,09367,Thành phố Từ Sơn,261,Tỉnh Bắc Ninh,27
Phường Đồng Kỵ,09382,Thành phố Từ Sơn,261,Tỉnh Bắc Ninh,27
Phường Đồng Nguyên,09385,Thành phố Từ Sơn,261,Tỉnh Bắc Ninh,27
Phường Bằng An,09262,Thị xã Quế Võ,259,Tỉnh Bắc Ninh,27
Phường Bồng Lai,09295,Thị xã Quế Võ,259,Tỉnh Bắc Ninh,27
Phường Cách Bi,09298,Thị xã Quế Võ,259,Tỉnh Bắc Ninh,27
Phường Nhân Hòa,09259,Thị xã Quế Võ,259,Tỉnh Bắc Ninh,27
Phường Phù Lương,09274,Thị xã Quế Võ,259,Tỉnh Bắc Ninh,27
Phường Phương Liễu,09265,Thị xã Quế Võ,259,Tỉnh Bắc Ninh,27
Phường Phượng Mao,09280,Thị xã Quế Võ,259,Tỉnh Bắc Ninh,27
Phường Phố Mới,09247,Thị xã Quế Võ,259,Tỉnh Bắc Ninh,27
Phường Quế Tân,09268,Thị xã Quế Võ,259,Tỉnh Bắc Ninh,27
Phường Việt Hùng,09283,Thị xã Quế Võ,259,Tỉnh Bắc Ninh,27
Phường Đại Xuân,09253,Thị xã Quế Võ,259,Tỉnh Bắc Ninh,27
Xã Chi Lăng,09313,Thị xã Quế Võ,259,Tỉnh Bắc Ninh,27
Xã Châu Phong,09292,Thị xã Quế Võ,259,Tỉnh Bắc Ninh,27
Xã Mộ Đạo,09307,Thị xã Quế Võ,259,Tỉnh Bắc Ninh,27
Xã Ngọc Xá,09289,Thị xã Quế Võ,259,Tỉnh Bắc Ninh,27
Xã Phù Lãng,09277,Thị xã Quế Võ,259,Tỉnh Bắc Ninh,27
Xã Việt Thống,09250,Thị xã Quế Võ,259,Tỉnh Bắc Ninh,27
Xã Yên Giả,09304,Thị xã Quế Võ,259,Tỉnh Bắc Ninh,27
Xã Đào Viên,09301,Thị xã Quế Võ,259,Tỉnh Bắc Ninh,27
Xã Đức Long,09310,Thị xã Quế Võ,259,Tỉnh Bắc Ninh,27
Phường An Bình,09418,Thị xã Thuận Thành,262,Tỉnh Bắc Ninh,27
Phường Gia Đông,09424,Thị xã Thuận Thành,262,Tỉnh Bắc Ninh,27
Phường Hà Mãn,09436,Thị xã Thuận Thành,262,Tỉnh Bắc Ninh,27
Phường Hồ,09400,Thị xã Thuận Thành,262,Tỉnh Bắc Ninh,27
Phường Ninh Xá,09445,Thị xã Thuận Thành,262,Tỉnh Bắc Ninh,27
